millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	x_mean	y_mean	joy1_int	joy2_int
2753792	1396	848	481	264	87	372	221	62	211	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
2757468	1276	250	481	264	87	372	221	62	211	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
2757501	1621	709	481	264	87	372	221	62	211	100	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
2757534	1394	714	481	264	87	372	221	62	211	100	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
2757568	1356	953	481	264	87	372	221	62	211	98	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
2757601	1444	1143	481	264	87	372	221	62	211	96	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
2757634	1425	639	481	264	87	372	221	62	211	94	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
2757667	1454	534	481	264	87	372	221	62	211	92	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
2757701	1426	636	481	264	87	372	221	62	211	90	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
2757734	1598	771	481	264	87	372	221	62	211	88	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
2757767	1407	49	481	264	87	372	221	62	211	86	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	1440	810	0	0
